126,0
133,0.0145935
140,2.93244
147,16.1152
154,28.8191
161,19.8767
168,13.9264
175,43.9307
182,91.8514
189,114.071
196,100.423
203,88.9596
210,78.9794
217,126.937
224,128.686
231,98.9417
238,77.5078
245,67.4184
252,72.8421
259,72.3427
266,18.105
273,5.47764
280,1.47232
